id,cltv
89571,93592.82
89572,45934.35
89573,44568.62
89574,44692.26
89575,118641.02
89576,96759.29
89577,44630.10
89578,78450.68
89579,112575.58
89580,101767.18
89581,98076.70
89582,43700.41
89583,89514.37
89584,89208.80
89585,42621.77
89586,48017.74
89587,43824.12
89588,44758.11
89589,47369.56
89590,98568.60
89591,127790.48
89592,89742.80
89593,108705.83
89594,86098.76
89595,94471.25
89596,82228.20
89597,44343.78
89598,87076.56
89599,94583.75
89600,89966.11
89601,99625.64
89602,111757.89
89603,89534.93
89604,117857.73
89605,91533.33
89606,104543.95
89607,90889.92
89608,103901.83
89609,91834.48
89610,84386.34
89611,78980.46
89612,117171.45
89613,94537.70
89614,46360.16
89615,81258.40
89616,118015.42
89617,45881.79
89618,78959.83
89619,47501.33
89620,80001.42
89621,115196.84
89622,87633.55
89623,98828.83
89624,108395.43
89625,43953.21
89626,92263.16
89627,45169.84
89628,45277.07
89629,109805.66
89630,88876.04
89631,99267.56
89632,43961.69
89633,87480.08
89634,98561.51
89635,98427.12
89636,106550.64
89637,44594.69
89638,82749.06
89639,93816.83
89640,99798.68
89641,47718.12
89642,45547.05
89643,79407.36
89644,101800.13
89645,100122.31
89646,120623.71
89647,45865.98
89648,43431.57
89649,89470.30
89650,91034.82
89651,76018.33
89652,84129.93
89653,93704.30
89654,90640.90
89655,107624.43
89656,89753.58
89657,43988.19
89658,111064.37
89659,99802.23
89660,98890.82
89661,85155.73
89662,104857.83
89663,46831.08
89664,44792.24
89665,81328.51
89666,45855.57
89667,42510.11
89668,110047.20
89669,87700.35
89670,110293.04
89671,92847.96
89672,93011.34
89673,48105.24
89674,105690.65
89675,87889.68
89676,47571.06
89677,47799.42
89678,98275.24
89679,98840.36
89680,45391.16
89681,93015.31
89682,44334.85
89683,110137.68
89684,78992.91
89685,94618.64
89686,47628.75
89687,45518.21
89688,91528.37
89689,45826.64
89690,93509.16
89691,46228.33
89692,88685.55
89693,117069.25
89694,86535.48
89695,97609.00
89696,88883.03
89697,50878.99
89698,100896.51
89699,45335.98
89700,43412.50
89701,78336.83
89702,110729.63
89703,44586.06
89704,112476.52
89705,98852.62
89706,86110.47
89707,44242.09
89708,100194.63
89709,47280.67
89710,85157.99
89711,93304.66
89712,97603.80
89713,86623.06
89714,117219.86
89715,114200.57
89716,44326.49
89717,124502.09
89718,83950.50
89719,96070.28
89720,52639.29
89721,103506.58
89722,46330.05
89723,79680.69
89724,83339.06
89725,95589.30
89726,44811.40
89727,46368.22
89728,48050.37
89729,127363.92
89730,81867.37
89731,105476.76
89732,45129.90
89733,104660.04
89734,93305.23
89735,107851.86
89736,79690.38
89737,102210.05
89738,45735.39
89739,45310.65
89740,93014.61
89741,88196.47
89742,99493.19
89743,90697.85
89744,43712.53
89745,95446.90
89746,45089.60
89747,101174.33
89748,92653.41
89749,51623.51
89750,90655.12
89751,88514.79
89752,44203.07
89753,99190.71
89754,97773.40
89755,95631.76
89756,45723.46
89757,116225.08
89758,96285.71
89759,97448.43
89760,46358.10
89761,98855.57
89762,97107.59
89763,91288.24
89764,83237.47
89765,90933.91
89766,120562.23
89767,115070.85
89768,75511.74
89769,92271.77
89770,52426.96
89771,93377.95
89772,91709.55
89773,90107.48
89774,116995.93
89775,104517.86
89776,94941.38
89777,84581.17
89778,142496.26
89779,43719.80
89780,46692.21
89781,90907.30
89782,81149.44
89783,104523.31
89784,75725.95
89785,86302.83
89786,95603.05
89787,90484.62
89788,123971.28
89789,46930.54
89790,98553.63
89791,47544.53
89792,83384.74
89793,119279.29
89794,112342.72
89795,85741.66
89796,46288.41
89797,96838.53
89798,45405.86
89799,46762.83
89800,97574.72
89801,84100.26
89802,112493.54
89803,103434.46
89804,97303.85
89805,89892.79
89806,106148.06
89807,87336.52
89808,42924.33
89809,104957.21
89810,88983.06
89811,76579.75
89812,44622.04
89813,44710.57
89814,43841.24
89815,53506.22
89816,110652.73
89817,99238.90
89818,47044.61
89819,88762.19
89820,44334.85
89821,44663.46
89822,45687.85
89823,44316.39
89824,92054.15
89825,44970.14
89826,96678.69
89827,94919.75
89828,100135.85
89829,89269.65
89830,45497.67
89831,107036.59
89832,84960.59
89833,50313.33
89834,89176.46
89835,45199.62
89836,89204.53
89837,80716.93
89838,44939.27
89839,93943.14
89840,98395.42
89841,44185.47
89842,51168.93
89843,101974.93
89844,44692.30
89845,44450.59
89846,92745.56
89847,78468.75
89848,44043.15
89849,48616.07
89850,44718.99
89851,103327.03
89852,99105.08
89853,120607.94
89854,101396.51
89855,95502.18
89856,114127.66
89857,45759.87
89858,85124.75
89859,79316.72
89860,45864.50
89861,122176.87
89862,95635.53
89863,88679.74
89864,76212.18
89865,44709.80
89866,105783.85
89867,115994.18
89868,45710.11
89869,85122.28
89870,130173.82
89871,51167.16
89872,85271.40
89873,135506.34
89874,80537.62
89875,81883.36
89876,96801.56
89877,50976.67
89878,44718.66
89879,43712.53
89880,43701.31
89881,102850.05
89882,116123.65
89883,87529.35
89884,95235.37
89885,98465.26
89886,82755.32
89887,102922.74
89888,104996.34
89889,125898.17
89890,76323.20
89891,103892.53
89892,45572.31
89893,87041.50
89894,43472.21
89895,46056.07
89896,92382.60
89897,92776.97
89898,47128.08
89899,109737.08
89900,77385.81
89901,92984.31
89902,103054.02
89903,97364.91
89904,76038.28
89905,48408.69
89906,112557.80
89907,84332.11
89908,44333.10
89909,92800.69
89910,102763.78
89911,84958.91
89912,85216.15
89913,50519.77
89914,87341.43
89915,103654.80
89916,94186.25
89917,114712.31
89918,92384.30
89919,103550.20
89920,45343.19
89921,100157.19
89922,89789.31
89923,112253.01
89924,98295.68
89925,44177.49
89926,49768.26
89927,82155.57
89928,112776.27
89929,107367.93
89930,96148.35
89931,124323.76
89932,100707.96
89933,45839.04
89934,97208.16
89935,106831.28
89936,48724.06
89937,96438.40
89938,93108.73
89939,108388.39
89940,44364.10
89941,114387.86
89942,84074.42
89943,124929.50
89944,102374.18
89945,88655.04
89946,78889.04
89947,99647.89
89948,86254.72
89949,97940.76
89950,83368.19
89951,53786.27
89952,98989.07
89953,104517.86
89954,82688.91
89955,84364.85
89956,98299.87
89957,44866.62
89958,81484.35
89959,80100.37
89960,130223.95
89961,43698.46
89962,89474.86
89963,42410.08
89964,80097.30
89965,94944.71
89966,84845.22
89967,85072.84
89968,100882.43
89969,98408.18
89970,131915.92
89971,44219.46
89972,91296.70
89973,46438.55
89974,97913.13
89975,108034.26
89976,44334.85
89977,79153.81
89978,101203.40
89979,84418.87
89980,102606.55
89981,47045.58
89982,106449.73
89983,50510.20
89984,134986.33
89985,92210.31
89986,118439.13
89987,47832.02
89988,46098.31
89989,46256.73
89990,102514.01
89991,82826.88
89992,98078.39
89993,101302.99
89994,46683.88
89995,45446.10
89996,44059.12
89997,99791.28
89998,43694.92
89999,112958.25
90000,44988.75
90001,46708.38
90002,105189.68
90003,93002.64
90004,103176.17
90005,112296.96
90006,43151.83
90007,100208.29
90008,99537.19
90009,45353.32
90010,45209.97
90011,46579.60
90012,91129.81
90013,122734.92
90014,112208.49
90015,46547.62
90016,84830.06
90017,110883.30
90018,78029.14
90019,45097.36
90020,44288.44
90021,96582.74
90022,46399.03
90023,115650.65
90024,80484.81
90025,97420.02
90026,99619.12
90027,101011.96
90028,47192.26
90029,46567.85
90030,46918.07
90031,130502.11
90032,45041.07
90033,85412.07
90034,78405.98
90035,87596.91
90036,100104.18
90037,44591.54
90038,84068.47
90039,43396.81
90040,131676.36
90041,44914.61
90042,88752.70
90043,96128.91
90044,86098.81
90045,124299.01
90046,46893.55
90047,100188.52
90048,104570.13
90049,47102.43
90050,112506.46
90051,46273.85
90052,43588.65
90053,44604.83
90054,91580.01
90055,45405.93
90056,81102.96
90057,43667.60
90058,98193.86
90059,108416.87
90060,51174.50
90061,118718.53
90062,43773.73
90063,42154.39
90064,79418.82
90065,44614.14
90066,117630.22
90067,122554.40
90068,96496.46
90069,95050.70
90070,94092.37
90071,50502.57
90072,118442.96
90073,107149.91
90074,44757.16
90075,46368.22
90076,48030.86
90077,109901.43
90078,94393.60
90079,47027.13
90080,48904.58
90081,102859.24
90082,45204.50
90083,96014.71
90084,94720.52
90085,84411.86
90086,100166.72
90087,104493.69
90088,126268.48
90089,44931.48
90090,48313.95
90091,46387.18
90092,119479.63
90093,44862.70
90094,50502.73
90095,51003.88
90096,79890.00
90097,117482.93
90098,82644.53
90099,42780.75
90100,48296.99
90101,99799.82
90102,49904.62
90103,98659.41
90104,102166.40
90105,113758.36
90106,92442.67
90107,45195.13
90108,46222.78
90109,44152.35
90110,89746.70
90111,90982.38
90112,87984.94
90113,83546.54
90114,48095.88
90115,79698.02
90116,124184.40
90117,90157.83
90118,114688.63
90119,85586.32
90120,101418.18
90121,46686.77
90122,97513.54
90123,44572.61
90124,88504.92
90125,114821.08
90126,96758.19
90127,93619.09
90128,44187.65
90129,99526.15
90130,90847.50
90131,88481.25
90132,124614.15
90133,95264.55
90134,47203.16
90135,44811.40
90136,83076.66
90137,43859.92
90138,82173.35
90139,91946.06
90140,96107.69
90141,51898.09
90142,130255.95
90143,104706.13
90144,49964.08
90145,46373.35
90146,102833.77
90147,95719.49
90148,44434.43
90149,43612.54
90150,44187.07
90151,78016.57
90152,46248.62
90153,90880.95
90154,47871.92
90155,89562.92
90156,100164.08
90157,84408.56
90158,89337.96
90159,42730.94
90160,95931.92
90161,111934.78
90162,117657.54
90163,110760.96
90164,46677.66
90165,46116.80
90166,123962.61
90167,53175.46
90168,44042.21
90169,48063.88
90170,48923.65
90171,91357.72
90172,46013.58
90173,101155.77
90174,87248.93
90175,121684.12
90176,98971.89
90177,44544.08
90178,97047.76
90179,80886.92
90180,102866.03
90181,49452.22
90182,45740.35
90183,124162.15
90184,99473.74
90185,83221.83
90186,97397.09
90187,92479.01
90188,128359.64
90189,94184.39
90190,45839.47
90191,91918.61
90192,46738.90
90193,103073.78
90194,78735.00
90195,98324.85
90196,44604.02
90197,45583.35
90198,77916.87
90199,89061.49
90200,46963.56
90201,44039.29
90202,108359.78
90203,120073.39
90204,92174.42
90205,92454.43
90206,93569.91
90207,100238.56
90208,88058.75
90209,49579.89
90210,101581.35
90211,44871.25
90212,111616.76
90213,85466.08
90214,95898.28
90215,46279.20
90216,98063.10
90217,93537.92
90218,89247.32
90219,101955.75
90220,113270.40
90221,87715.22
90222,116344.94
90223,105438.40
90224,45409.96
90225,46628.45
90226,89712.11
90227,46010.19
90228,44039.29
90229,103358.97
90230,42622.44
90231,45144.88
90232,104014.30
90233,47357.00
90234,86117.91
90235,102835.32
90236,44260.99
90237,112170.58
90238,96155.20
90239,45821.63
90240,79890.00
90241,78454.94
90242,45710.11
90243,45733.51
90244,43751.22
90245,45923.89
90246,46098.44
90247,105804.32
90248,46096.47
90249,97620.27
90250,118996.34
90251,93301.56
90252,100271.69
90253,92574.85
90254,101726.11
90255,102696.29
90256,47408.48
90257,98192.72
90258,44913.21
90259,86473.85
90260,100550.17
90261,100081.42
90262,98939.17
90263,87831.36
90264,104483.69
90265,103994.30
90266,79484.33
90267,97905.80
90268,90747.25
90269,103497.85
90270,127768.55
90271,123856.89
90272,104881.16
90273,102100.54
90274,43128.11
90275,78976.92
90276,45972.92
90277,89702.07
90278,101761.97
90279,106513.36
90280,44870.98
90281,78914.56
90282,96853.80
90283,44387.51
90284,77902.78
90285,43490.78
90286,95618.07
90287,79520.48
90288,45511.20
90289,45583.35
90290,106634.48
90291,43024.77
90292,50795.29
90293,52803.29
90294,83361.75
90295,45939.26
90296,45898.97
90297,104235.13
90298,46472.69
90299,98412.02
90300,47845.75
90301,43540.88
90302,83635.96
90303,95309.76
90304,89593.00
90305,43346.58
90306,103333.49
90307,92292.86
90308,112260.07
90309,50902.97
90310,55889.64
90311,95796.24
90312,96219.81
90313,79348.14
90314,94530.96
90315,114329.82
90316,90187.16
90317,91193.02
90318,117671.44
90319,100916.52
90320,94725.31
90321,45971.99
90322,95815.34
90323,85002.37
90324,81960.98
90325,43514.39
90326,49418.97
90327,44571.66
90328,46207.63
90329,103517.84
90330,105163.48
90331,91713.93
90332,92472.83
90333,45025.36
90334,46039.11
90335,88952.39
90336,44039.29
90337,100086.03
90338,42960.68
90339,88571.96
90340,43446.52
90341,114884.00
90342,99290.91
90343,47271.15
90344,96833.53
90345,97374.87
90346,96089.04
90347,104480.98
90348,43884.50
90349,129374.81
90350,98155.70
90351,88098.15
90352,94331.80
90353,121506.34
90354,51968.62
90355,94818.29
90356,44606.31
90357,80312.14
90358,49925.77
90359,42416.05
90360,114120.64
90361,79900.39
90362,44575.75
90363,86343.05
90364,101452.56
90365,45054.60
90366,87347.11
90367,99740.96
90368,79882.70
90369,95977.27
90370,78016.57
90371,104466.45
90372,121551.50
90373,92725.45
90374,96849.88
90375,92111.14
90376,94735.65
90377,44996.76
90378,46561.11
90379,84977.00
90380,89922.88
90381,103984.38
90382,99415.41
90383,115939.81
90384,98781.37
90385,105797.26
90386,94554.98
90387,99621.86
90388,102390.30
90389,111428.71
90390,46531.52
90391,44107.62
90392,84931.90
90393,86810.94
90394,100314.23
90395,109586.33
90396,43648.98
90397,97360.68
90398,120722.32
90399,44779.01
90400,110308.89
90401,90837.39
90402,114467.85
90403,91714.48
90404,78254.36
90405,104271.47
90406,131355.04
90407,100222.12
90408,112757.05
90409,88138.37
90410,47059.87
90411,99010.99
90412,128464.54
90413,85565.77
90414,91312.42
90415,95589.47
90416,45459.70
90417,88200.72
90418,45604.71
90419,103114.82
90420,95311.73
90421,96435.41
90422,46494.92
90423,97195.17
90424,108995.22
90425,98602.82
90426,99520.22
90427,91410.73
90428,43694.92
90429,47745.12
90430,98888.43
90431,101664.60
90432,83249.27
90433,95941.03
90434,102566.59
90435,94049.99
90436,45397.70
90437,88198.07
90438,41757.75
90439,80340.59
90440,79165.32
90441,44572.83
90442,47856.73
90443,118661.16
90444,125282.92
90445,46247.42
90446,48577.38
90447,78615.74
90448,93692.88
90449,126119.43
90450,95304.57
90451,45054.60
90452,122727.92
90453,43615.43
90454,109538.20
90455,81028.45
90456,45452.63
90457,95654.07
90458,82826.88
90459,87173.47
90460,50239.88
90461,48158.93
90462,50344.76
90463,94267.85
90464,94414.73
90465,101922.50
90466,112577.15
90467,121695.53
90468,44085.67
90469,90938.01
90470,94299.79
90471,84907.88
90472,85275.36
90473,44009.18
90474,83162.01
90475,45054.60
90476,45533.31
90477,42804.75
90478,103029.08
90479,47130.59
90480,106510.52
90481,98535.13
90482,82716.48
90483,50081.68
90484,106964.33
90485,104668.98
90486,116930.84
90487,47536.40
90488,100512.14
90489,102599.69
90490,93707.91
90491,95496.85
90492,43281.51
90493,88236.08
90494,104830.86
90495,50340.89
90496,45023.24
90497,89216.33
90498,46918.36
90499,89368.94
90500,44485.81
90501,78434.99
90502,89971.66
90503,51356.85
90504,44437.10
90505,115511.16
90506,122139.64
90507,88021.14
90508,107302.05
90509,49025.46
90510,108870.70
90511,98676.77
90512,44469.82
90513,83551.38
90514,45197.75
90515,111066.82
90516,100210.59
90517,44319.07
90518,44354.01
90519,83833.45
90520,73885.69
90521,44123.72
90522,89796.94
90523,80609.30
90524,80485.53
90525,104780.41
90526,44522.47
90527,87859.80
90528,97987.13
90529,93989.94
90530,46194.78
90531,85477.36
90532,110961.32
90533,124800.15
90534,92495.29
90535,43290.96
90536,118540.70
90537,47149.39
90538,51754.16
90539,45386.04
90540,94242.61
90541,89940.44
90542,85714.70
90543,88034.58
90544,120284.67
90545,45519.33
90546,44846.35
90547,120933.40
90548,75380.67
90549,96076.36
90550,116749.94
90551,104603.91
90552,98595.73
90553,105769.73
90554,110637.27
90555,85723.62
90556,45304.27
90557,88253.65
90558,89147.55
90559,44218.75
90560,89052.81
90561,43852.30
90562,97530.39
90563,111658.80
90564,81793.70
90565,80813.18
90566,45799.84
90567,102126.58
90568,97493.19
90569,113345.42
90570,88711.40
90571,111357.49
90572,99936.12
90573,94390.56
90574,96445.39
90575,101409.89
90576,48344.05
90577,44333.10
90578,97381.83
90579,46123.49
90580,87490.02
90581,104622.99
90582,100408.29
90583,82155.57
90584,101094.14
90585,91792.31
90586,80997.30
90587,42943.32
90588,46131.14
90589,101285.11
90590,44786.95
90591,82155.57
90592,98591.21
90593,100094.00
90594,94519.62
90595,101733.62
90596,84202.02
90597,107604.95
90598,107009.13
90599,52151.85
90600,93476.31
90601,99984.84
90602,95946.03
90603,84946.78
90604,46879.65
90605,90754.55
90606,99213.35
90607,47859.78
90608,100645.55
90609,98238.95
90610,77397.94
90611,93904.44
90612,86791.69
90613,90475.09
90614,43120.18
90615,120039.77
90616,121182.72
90617,95308.45
90618,93634.79
90619,79815.14
90620,123248.39
90621,44759.88
90622,97857.44
90623,87237.29
90624,45991.50
90625,78491.43
90626,45926.37
90627,92328.87
90628,94886.44
90629,41825.60
90630,46781.07
90631,95973.76
90632,44560.46
90633,86209.66
90634,84598.69
90635,93104.98
90636,77681.58
90637,47093.64
90638,105871.12
90639,116443.91
90640,46220.96
90641,107160.40
90642,78277.51
90643,105402.96
90644,43955.35
90645,85873.28
90646,50199.50
90647,44799.27
90648,82755.32
90649,49001.76
90650,88596.60
90651,87157.82
90652,91190.98
90653,105031.08
90654,136608.49
90655,109817.04
90656,108519.05
90657,48941.95
90658,46393.42
90659,101316.53
90660,42208.28
90661,112812.05
90662,46855.94
90663,88160.73
90664,81930.90
90665,107393.43
90666,46120.06
90667,43988.19
90668,85586.32
90669,45888.85
90670,47579.04
90671,92833.79
90672,101802.23
90673,78770.10
90674,102061.09
90675,44811.40
90676,45646.26
90677,109832.87
90678,44545.71
90679,113889.97
90680,46813.59
90681,104308.44
90682,107772.74
90683,85399.50
90684,101836.50
90685,45220.18
90686,98076.54
90687,87540.08
90688,43603.98
90689,43117.02
90690,96065.87
90691,98868.40
90692,105905.45
90693,100297.26
90694,82710.19
90695,101205.60
90696,103338.49
90697,46315.56
90698,78385.05
90699,43700.41
90700,45617.63
90701,91170.23
90702,80700.70
90703,113643.02
90704,98918.01
90705,120134.80
90706,106060.10
90707,93300.62
90708,89838.80
90709,116166.36
90710,97851.96
90711,46674.37
90712,100234.05
90713,107974.66
90714,99291.58
90715,94561.75
90716,82053.90
90717,130402.89
90718,49568.23
90719,46042.11
90720,96970.77
90721,84901.42
90722,47544.12
90723,99524.77
90724,46882.12
90725,110593.18
90726,89065.22
90727,45413.68
90728,78123.17
90729,88354.84
90730,47431.06
90731,75912.38
90732,94494.27
90733,45384.89
90734,100669.27
90735,90604.51
90736,99506.66
90737,98029.70
90738,112613.90
90739,98635.83
90740,118716.77
90741,108529.32
90742,100470.68
90743,76579.75
90744,120631.98
90745,76018.33
90746,45705.80
90747,82592.75
90748,45985.13
90749,43109.72
90750,92871.55
90751,49297.47
90752,84907.88
90753,50929.89
90754,117194.62
90755,82791.89
90756,89418.49
90757,42531.45
90758,113798.51
90759,96656.97
90760,98372.02
90761,92477.67
90762,44949.08
90763,95567.91
90764,46209.39
90765,47166.40
90766,46618.16
90767,99926.45
90768,45537.09
90769,110419.08
90770,107891.67
90771,82623.50
90772,87418.37
90773,90480.97
90774,75999.77
90775,87396.12
90776,45865.99
90777,89594.07
90778,98374.77
90779,105606.71
90780,44758.11
90781,116650.60
90782,104813.79
90783,43789.35
90784,99911.71
90785,50937.30
90786,96111.40
90787,82708.52
90788,94352.45
90789,42465.74
90790,51003.57
90791,51879.49
90792,100151.30
90793,115548.74
90794,44569.16
90795,46882.41
90796,44839.75
90797,82841.06
90798,96256.87
90799,92311.91
90800,43846.75
90801,91401.32
90802,45747.57
90803,103507.47
90804,51838.86
90805,99052.07
90806,46096.47
90807,114271.52
90808,89863.33
90809,45281.12
90810,109389.51
90811,107408.22
90812,97715.23
90813,99717.87
90814,47650.91
90815,46332.35
90816,85500.09
90817,97090.70
90818,88024.70
90819,47581.89
90820,101553.84
90821,44544.08
90822,95340.75
90823,91388.78
90824,115133.38
90825,95634.69
90826,89394.58
90827,117456.21
90828,95374.90
90829,83380.17
90830,43582.35
90831,101176.71
90832,44203.07
90833,45688.66
90834,45696.31
90835,89603.17
90836,44194.98
90837,87449.95
90838,110182.28
90839,45958.43
90840,91930.01
90841,101654.19
90842,44153.74
90843,86995.38
90844,109425.60
90845,50273.12
90846,103876.70
90847,99495.51
90848,100630.30
90849,88952.39
90850,100758.50
90851,118154.12
90852,46468.30
90853,100494.32
90854,86378.10
90855,44205.83
90856,97581.04
90857,99128.38
90858,46265.85
90859,93689.71
90860,97786.23
90861,122574.74
90862,79119.05
90863,88984.09
90864,45532.00
90865,89410.31
90866,92319.39
90867,47608.15
90868,103579.14
90869,100868.36
90870,49673.63
90871,114782.91
90872,135893.18
90873,44709.35
90874,47313.81
90875,90687.98
90876,119580.83
90877,45981.01
90878,90931.40
90879,78574.08
90880,96468.12
90881,82796.72
90882,105239.31
90883,91432.45
90884,95654.67
90885,104603.82
90886,103108.76
90887,44724.76
90888,90512.91
90889,107119.48
90890,101227.07
90891,48026.36
90892,124917.45
90893,100070.67
90894,101609.06
90895,113940.42
90896,99718.28
90897,95496.85
90898,45211.24
90899,50293.45
90900,108311.03
90901,100245.97
90902,52592.73
90903,83653.98
90904,87087.32
90905,94432.62
90906,51925.35
90907,48491.14
90908,85354.38
90909,78152.64
90910,98013.20
90911,109972.48
90912,45357.15
90913,108715.52
90914,44671.12
90915,48621.97
90916,95922.50
90917,98123.73
90918,44696.37
90919,98076.70
90920,94526.56
90921,43403.32
90922,46197.77
90923,104639.53
90924,82710.19
90925,45892.74
90926,44705.72
90927,45737.05
90928,96615.09
90929,47777.81
90930,101329.50
90931,79193.16
90932,98657.99
90933,82688.91
90934,98201.55
90935,93052.19
90936,118592.63
90937,44564.81
90938,88665.82
90939,88696.87
90940,120878.02
90941,50628.01
90942,114421.64
90943,45436.05
90944,86327.74
90945,104128.39
90946,87440.22
90947,46632.21
90948,45386.67
90949,46323.31
90950,93093.32
90951,100158.51
90952,91133.03
90953,117171.45
90954,102617.75
90955,103525.86
90956,47959.45
90957,100205.06
90958,44072.35
90959,47644.45
90960,44740.66
90961,93019.98
90962,92083.47
90963,45909.43
90964,98320.68
90965,107107.37
90966,101657.89
90967,100810.75
90968,93866.03
90969,78021.02
90970,87631.34
90971,90754.82
90972,101330.67
90973,44667.02
90974,97643.39
90975,96603.71
90976,90336.02
90977,86322.48
90978,51412.93
90979,46496.15
90980,46361.87
90981,90788.92
90982,107634.22
90983,81965.38
90984,89695.90
90985,84045.24
90986,50433.19
90987,44649.39
90988,45825.78
90989,80493.64
90990,119606.85
90991,46296.90
90992,44800.80
90993,46118.10
90994,44784.92
90995,44390.13
90996,105430.51
90997,45041.85
90998,93855.23
90999,80818.82
91000,111228.23
91001,99349.70
91002,43365.36
91003,53612.63
91004,96440.27
91005,113270.50
91006,45699.08
91007,92639.75
91008,45849.33
91009,120711.68
91010,92212.89
91011,84347.16
91012,108698.44
91013,50241.31
91014,43846.75
91015,105532.80
91016,44110.68
91017,100876.07
91018,43684.35
91019,99494.48
91020,99415.25
91021,128899.91
91022,102261.46
91023,116207.93
91024,109551.55
91025,49064.26
91026,80058.21
91027,82275.32
91028,46253.26
91029,51784.58
91030,91314.39
91031,46555.85
91032,81545.34
91033,45435.46
91034,45910.38
91035,94745.84
91036,113265.84
91037,113149.67
91038,97443.83
91039,123339.43
91040,127599.72
91041,48156.90
91042,46813.59
91043,46836.12
91044,102459.36
91045,45155.82
91046,46774.73
91047,87408.33
91048,85030.03
91049,115806.90
91050,92663.55
91051,109777.70
91052,99326.67
91053,114512.23
91054,46219.17
91055,95502.18
91056,103513.16
91057,83486.02
91058,109585.89
91059,82532.70
91060,45663.52
91061,103570.63
91062,87089.85
91063,105529.20
91064,82755.32
91065,89085.21
91066,104449.22
91067,44351.72
91068,43945.38
91069,94148.44
91070,93905.36
91071,88975.12
91072,102609.34
91073,78531.44
91074,78976.92
91075,42851.17
91076,106118.54
91077,47743.49
91078,43754.84
91079,98555.33
91080,84264.30
91081,98419.63
91082,46938.29
91083,82618.20
91084,47968.91
91085,109836.25
91086,43986.78
91087,98916.15
91088,43172.62
91089,46515.30
91090,109622.50
91091,111001.61
91092,90455.11
91093,124361.78
91094,107117.81
91095,47467.47
91096,48469.22
91097,102577.09
91098,103256.89
91099,45462.82
91100,44152.35
91101,45431.98
91102,93130.13
91103,102932.28
91104,100083.55
91105,76945.44
91106,90469.28
91107,45293.60
91108,43648.98
91109,100377.40
91110,45733.50
91111,82688.91
91112,100991.05
91113,98984.23
91114,44834.44
91115,95464.89
91116,98450.37
91117,45196.39
91118,118382.63
91119,99105.61
91120,104415.05
91121,89589.99
91122,88567.89
91123,50379.66
91124,118171.78
91125,82453.91
91126,110472.50
91127,100229.23
91128,44873.73
91129,128265.60
91130,43434.49
91131,95022.25
91132,102324.57
91133,44533.51
91134,43959.99
91135,95433.09
91136,50293.28
91137,83169.05
91138,84423.12
91139,87861.91
91140,95746.48
